date,mode,regime,seed,overrides,operating_cost_USD,DR_cost_USD,battery_wear,converter_wear,wear_cost_USD,terminal_correction_USD,total_cost_USD,energy_adjusted_cost_USD,terminal_SOC,terminal_SOC_error,trip,thermal_exceedance_hours,DR_shortfall_kWh,Tj_RMSE_C,Tj_peak_C,FEC,solver_p95_seconds,max_rainflow_gap_USD,solver_status_counts,numerical_gate,terminal_service_met,elapsed_seconds,setting
2017-01-01,waveform,heatwave_dr,41,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.301510353011,0.0014728148061884383,0.00012723289623068937,5.933189206624789e-09,3.1810004014434328,0.0,261.4839835692606,261.4839835692606,0.5,0.0,0,0.0,0.0007364074030942191,0.1822210562105549,44.15767842408085,1.2000000000000002,0.026015574985649437,4.440892098500626e-16,{'optimal': 96},PASS,True,1.5846258999954443,battery_100
2017-01-01,waveform,heatwave_dr,73,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.29793195533983,0.0032383495107985993,0.00012723289623068937,5.923475137619133e-09,3.1810001100213627,0.0,261.48217041487203,261.48217041487203,0.5,0.0,0,0.0,0.0016191747553992997,0.200374594076657,44.15360093956188,1.2000000000000002,0.02628372499748366,1.3322676295501878e-15,{'optimal': 96},PASS,True,1.585904000006849,battery_100
2017-01-01,scalar,heatwave_dr,73,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.3036545624765,0.008530098226803062,0.00012723289623068937,5.934527923667363e-09,3.181000441604944,0.0,261.49318510230825,261.49318510230825,0.5,0.0,0,0.0,0.004265049113401531,0.26848542574776896,44.15161000942606,1.2000000000000002,0.026758049993077293,4.440892098500626e-16,{'optimal': 96},PASS,True,1.6103213999886066,battery_100
2017-01-01,scalar,heatwave_dr,41,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.3036545624765,0.008530098226803062,0.00012723289623068937,5.934527923667363e-09,3.181000441604944,0.0,261.49318510230825,261.49318510230825,0.5,0.0,0,0.0,0.004265049113401531,0.2405725720488024,44.15161000942606,1.2000000000000002,0.027306424999551382,4.440892098500626e-16,{'optimal': 96},PASS,True,1.6173908000055235,battery_100
2017-01-01,full_mean,heatwave_dr,41,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.301510353011,0.0014728148061884383,0.00012723289623068937,5.933189206624789e-09,3.1810004014434328,0.0,261.4839835692606,261.4839835692606,0.5,0.0,0,0.0,0.0007364074030942191,0.05899146499437973,44.15767842408085,1.2000000000000002,0.03361880000738893,4.440892098500626e-16,{'optimal': 96},PASS,True,1.6458324000122957,battery_100
2017-01-01,full,heatwave_dr,41,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.301510353011,0.0014728148061884383,0.00012723289623068937,5.933189206624789e-09,3.1810004014434328,0.0,261.4839835692606,261.4839835692606,0.5,0.0,0,0.0,0.0007364074030942191,0.5161272098711461,44.15767842408085,1.2000000000000002,0.02851737500895979,4.440892098500626e-16,{'optimal': 96},PASS,True,1.6945469999918714,battery_100
2017-01-01,full_mean,heatwave_dr,73,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.29793195533983,0.0032383495107985993,0.00012723289623068937,5.923475137619133e-09,3.1810001100213627,0.0,261.48217041487203,261.48217041487203,0.5,0.0,0,0.0,0.0016191747553992997,0.05277593003472223,44.15360093956188,1.2000000000000002,0.03870587500568945,1.3322676295501878e-15,{'optimal': 96},PASS,True,2.279967599984957,battery_100
2017-01-01,full,heatwave_dr,73,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",258.29793195533983,0.0032383495107985993,0.00012723289623068937,5.923475137619133e-09,3.1810001100213627,0.0,261.48217041487203,261.48217041487203,0.5,0.0,0,0.0,0.0016191747553992997,0.5198421321162457,44.15360093956188,1.2000000000000002,0.038755775000026915,1.3322676295501878e-15,{'optimal': 96},PASS,True,2.297867600020254,battery_100
2017-04-01,scalar,heatwave_dr,73,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",19.31050160732959,0.0,0.00012752090513387784,6.77532268865091e-07,3.208348596412899,0.0,22.518850203742492,22.518850203742492,0.5,0.0,0,0.0,0.0,0.2940786626271617,77.38478089736272,1.2026237262374475,0.07592372501676437,7.673008355668642e-05,{'optimal': 96},PASS,True,2.587835800019093,battery_100
2017-04-01,scalar,heatwave_dr,41,"{'energy_capacity': 100.0, 'battery_capex': 25000.0}",19.284985951859035,0.0,0.00012793506050613642,6.775362627139143e-07,3.218702600534828,0.0,22.503688552393864,22.503688552393864,0.5,0.0,0,0.0,0.0,0.2783662485791972,77.38481983788495,1.206441200447772,0.07974002499395283,6.781876122044506e-05,{'optimal': 96},PASS,True,2.6683202999993227,battery_100
